122.833, 129.529, 6.796, 28.900 False
122.500, 129.527, 6.662, 28.950 False
122.175, 129.526, 6.508, 29.000 False
121.857, 129.525, 6.335, 29.050 False
121.548, 129.523, 6.182, 29.100 False
121.244, 129.522, 6.054, 29.150 False
120.945, 129.521, 5.977, 29.200 False
120.649, 129.520, 5.914, 29.250 False
120.354, 129.518, 5.881, 29.300 False
120.061, 129.517, 5.847, 29.350 False
119.769, 129.516, 5.827, 29.400 False
119.479, 129.515, 5.795, 29.450 False
119.190, 129.514, 5.765, 29.500 False
118.903, 129.512, 5.715, 29.550 False
118.619, 129.511, 5.666, 29.600 False
118.338, 129.510, 5.597, 29.650 False
118.061, 129.509, 5.533, 29.700 False
117.787, 129.508, 5.456, 29.750 False
117.516, 129.507, 5.390, 29.800 False
117.250, 129.506, 5.318, 29.850 False
116.986, 129.505, 5.259, 29.900 False
116.725, 129.504, 5.196, 29.950 False
116.467, 129.503, 5.145, 30.000 False
116.211, 129.502, 5.092, 30.050 False
115.958, 129.502, 5.048, 30.100 False
115.707, 129.501, 5.000, 30.150 False
115.458, 129.500, 4.981, 30.200 False
115.210, 129.500, 4.945, 30.250 False
114.965, 129.500, 4.861, 30.300 False
114.726, 129.500, 4.749, 30.350 False
114.493, 129.499, 4.631, 30.400 False
114.266, 129.499, 4.515, 30.450 False
114.044, 129.498, 4.415, 30.500 False
113.827, 129.498, 4.310, 30.550 False
113.615, 129.498, 4.214, 30.600 False
113.407, 129.497, 4.117, 30.650 False
113.204, 129.497, 4.033, 30.700 False
113.006, 129.497, 3.947, 30.750 False
112.811, 129.496, 3.874, 30.800 False
112.620, 129.496, 3.795, 30.850 False
112.432, 129.496, 3.725, 30.900 False
112.248, 129.495, 3.646, 30.950 False
112.068, 129.495, 3.573, 31.000 False
111.892, 129.495, 3.490, 31.050 False
111.720, 129.495, 3.414, 31.100 False
111.552, 129.494, 3.332, 31.150 False
111.388, 129.494, 3.258, 31.200 False
111.228, 129.494, 3.179, 31.250 False
